x-axis,1,2
second,Volt,Volt
-17.10000E-03,+4.64809E-03,-293.97000E-03
-17.07500E-03,+24.74860E-03,+7.53754E-03
-17.05000E-03,-55.65341E-03,-494.97502E-03
-17.02500E-03,-25.50266E-03,+208.54257E-03
-17.00000E-03,+4.64809E-03,-796.48256E-03
-16.97500E-03,+24.74860E-03,+7.53754E-03
-16.95000E-03,-45.60316E-03,+208.54257E-03
-16.92500E-03,-25.50266E-03,+7.53754E-03
-16.90000E-03,+24.74860E-03,+7.53754E-03
-16.87500E-03,+54.89935E-03,+7.53754E-03
-16.85000E-03,-25.50266E-03,+510.05011E-03
-16.82500E-03,-25.50266E-03,+7.53754E-03
-16.80000E-03,+4.64809E-03,-494.97502E-03
-16.77500E-03,+4.64809E-03,+510.05011E-03
-16.75000E-03,+24.74860E-03,+208.54257E-03
-16.72500E-03,-25.50266E-03,-193.46748E-03
-16.70000E-03,+4.64809E-03,+510.05011E-03
-16.67500E-03,-105.90467E-03,+7.53754E-03
-16.65000E-03,-25.50266E-03,+7.53754E-03
-16.62500E-03,-75.75392E-03,+7.53754E-03
-16.60000E-03,-55.65341E-03,-494.97502E-03
-16.57500E-03,-25.50266E-03,+510.05011E-03
-16.55000E-03,-25.50266E-03,+1.01256268E+00
-16.52500E-03,+24.74860E-03,+7.53754E-03
-16.50000E-03,+54.89935E-03,+510.05011E-03
-16.47500E-03,-55.65341E-03,+309.04508E-03
-16.45000E-03,-25.50266E-03,+208.54257E-03
-16.42500E-03,+4.64809E-03,+7.53754E-03
-16.40000E-03,-25.50266E-03,-494.97502E-03
-16.37500E-03,+24.74860E-03,+510.05011E-03
-16.35000E-03,-75.75392E-03,+309.04508E-03
-16.32500E-03,-25.50266E-03,+309.04508E-03
-16.30000E-03,+54.89935E-03,+510.05011E-03
-16.27500E-03,+4.64809E-03,+7.53754E-03
-16.25000E-03,-25.50266E-03,-494.97502E-03
-16.22500E-03,-75.75392E-03,+510.05011E-03
-16.20000E-03,-25.50266E-03,+309.04508E-03
-16.17500E-03,-25.50266E-03,+510.05011E-03
-16.15000E-03,+4.64809E-03,+309.04508E-03
-16.12500E-03,-45.60316E-03,+7.53754E-03
-16.10000E-03,-25.50266E-03,+7.53754E-03
-16.07500E-03,-25.50266E-03,+7.53754E-03
-16.05000E-03,+4.64809E-03,+309.04508E-03
-16.02500E-03,-25.50266E-03,+510.05011E-03
-16.00000E-03,+4.64809E-03,+7.53754E-03
-15.97500E-03,+24.74860E-03,+7.53754E-03
-15.95000E-03,-25.50266E-03,+208.54257E-03
