[s],CH2[V]
-1.1876E-02,4.0771671580E-03
-1.1872E-02,2.6740881564E-03
-1.1868E-02,5.0700613084E-03
-1.1864E-02,2.0591398975E-03
-1.1860E-02,7.1520085886E-03
-1.1856E-02,7.7135129400E-03
-1.1852E-02,7.1075864399E-03
-1.1848E-02,6.1365505043E-03
-1.1844E-02,7.7343697969E-03
-1.1840E-02,7.3472877056E-03
-1.1836E-02,7.2821803615E-03
-1.1832E-02,6.5284248089E-03
-1.1828E-02,8.3503051087E-03
-1.1824E-02,1.1799864243E-02
-1.1820E-02,8.7609286500E-03
-1.1816E-02,8.0691142428E-03
-1.1812E-02,1.7490243259E-02
-1.1808E-02,1.1668638660E-02
-1.1804E-02,1.0686063266E-02
-1.1800E-02,8.5111994990E-03
-1.1796E-02,1.4373287571E-02
-1.1792E-02,1.4355930699E-02
-1.1788E-02,1.2806519914E-02
-1.1784E-02,1.4691533452E-02
-1.1780E-02,1.2090014879E-02
-1.1776E-02,1.1231712782E-02
-1.1772E-02,1.3943170928E-02
-1.1768E-02,2.0375003097E-02
-1.1764E-02,2.0673035851E-02
-1.1760E-02,1.4944533706E-02
-1.1756E-02,1.8764943395E-02
-1.1752E-02,2.6793417070E-02
-1.1748E-02,2.6083401789E-02
-1.1744E-02,2.0531901592E-02
-1.1740E-02,3.2236985178E-02
-1.1736E-02,3.6784538139E-02
-1.1732E-02,4.6412638319E-02
-1.1728E-02,4.5573090226E-02
-1.1724E-02,8.1649363338E-02
-1.1720E-02,9.4458529960E-02
-1.1716E-02,1.1823020168E-01
-1.1712E-02,1.4862347721E-01
-1.1708E-02,1.5604351622E-01
-1.1704E-02,2.2483205743E-01
-1.1700E-02,5.7433680178E-01
-1.1696E-02,5.5019460376E-01
-1.1692E-02,6.0921787781E-01
-1.1688E-02,6.1852695010E-01
-1.1684E-02,6.1915351411E-01
-1.1680E-02,6.7389323133E-01
-1.1676E-02,1.2842715117E+00
-1.1672E-02,1.2959226888E+00
-1.1668E-02,1.3472424203E+00
-1.1664E-02,1.5331230295E+00
-1.1660E-02,1.5743168667E+00
-1.1656E-02,2.0810415611E+00
-1.1652E-02,2.1166306735E+00
-1.1648E-02,2.0960872370E+00
-1.1644E-02,2.0414050549E+00
-1.1640E-02,2.0531855074E+00
-1.1636E-02,2.0017893913E+00
-1.1632E-02,1.9239153906E+00
-1.1628E-02,1.8393845717E+00
-1.1624E-02,1.7815021829E+00
-1.1620E-02,1.6859421923E+00
-1.1616E-02,1.5721098784E+00
-1.1612E-02,1.5660695200E+00
-1.1608E-02,1.4291986382E+00
-1.1604E-02,1.3108872404E+00
-1.1600E-02,1.2438520437E+00
-1.1596E-02,1.1183918986E+00
-1.1592E-02,1.0432650378E+00
-1.1588E-02,9.4744157555E-01
-1.1584E-02,8.4975186807E-01
-1.1580E-02,6.3169853203E-01
-1.1576E-02,6.1995506782E-01
-1.1572E-02,4.5569556622E-01
-1.1568E-02,4.0960318100E-01
-1.1564E-02,3.9098376805E-01
-1.1560E-02,2.1765135729E-01
-1.1556E-02,1.8051726865E-01
-1.1552E-02,1.3589899687E-01
-1.1548E-02,1.3005405109E-01
-1.1544E-02,4.4940875694E-02
-1.1540E-02,4.2841037484E-02
-1.1536E-02,1.7811631496E-02
-1.1532E-02,1.7625235855E-02
-1.1528E-02,1.5957531310E-02
-1.1524E-02,1.9934472330E-02
-1.1520E-02,2.0979365572E-02
-1.1516E-02,2.1543082448E-02
-1.1512E-02,2.0326246499E-02
-1.1508E-02,2.0060195213E-02
-1.1504E-02,2.1549958439E-02
-1.1500E-02,2.3250941449E-02
-1.1496E-02,2.1671508996E-02
-1.1492E-02,2.3555745290E-02
