[s],CH2[V]
-1.1876E-02,-2.6406663578E-03
-1.1872E-02,3.2018517724E-03
-1.1868E-02,4.1921605811E-03
-1.1864E-02,-2.0746159140E-04
-1.1860E-02,-4.9321485509E-04
-1.1856E-02,-2.5185006721E-03
-1.1852E-02,1.7750404864E-03
-1.1848E-02,1.9218662838E-03
-1.1844E-02,2.5319807077E-02
-1.1840E-02,-7.8543403096E-04
-1.1836E-02,3.3498467746E-03
-1.1832E-02,-1.2670605645E-03
-1.1828E-02,-3.2650503139E-03
-1.1824E-02,-2.4569810464E-03
-1.1820E-02,-4.1365312971E-03
-1.1816E-02,7.7836295627E-03
-1.1812E-02,-3.9501890488E-03
-1.1808E-02,-4.6986193365E-03
-1.1804E-02,-4.9091353224E-03
-1.1800E-02,-4.8682417658E-03
-1.1796E-02,-5.4241747908E-03
-1.1792E-02,-5.3823466333E-03
-1.1788E-02,-4.8046545740E-03
-1.1784E-02,-4.6505713148E-03
-1.1780E-02,-2.5809262885E-03
-1.1776E-02,-5.0334696636E-03
-1.1772E-02,-3.7344583715E-03
-1.1768E-02,-3.0630182151E-03
-1.1764E-02,-3.8346609367E-03
-1.1760E-02,-3.1983369776E-03
-1.1756E-02,-1.9027455617E-03
-1.1752E-02,-4.3505377312E-03
-1.1748E-02,-3.3959993405E-03
-1.1744E-02,-2.3134511476E-03
-1.1740E-02,-2.0169461592E-03
-1.1736E-02,-3.8063978433E-03
-1.1732E-02,-5.8720107344E-03
-1.1728E-02,-3.0881246463E-03
-1.1724E-02,-3.8019270179E-03
-1.1720E-02,-4.5409330954E-03
-1.1716E-02,-3.8839906967E-03
-1.1712E-02,-4.2200388389E-03
-1.1708E-02,-4.0209459644E-03
-1.1704E-02,-5.5730300073E-03
-1.1700E-02,-4.6263727815E-03
-1.1696E-02,-3.9752630552E-03
-1.1692E-02,-4.4142622520E-03
-1.1688E-02,-4.5720572119E-03
-1.1684E-02,-4.0958170312E-03
-1.1680E-02,-5.3869719540E-03
-1.1676E-02,-4.4312338410E-03
-1.1672E-02,-3.7511839124E-03
-1.1668E-02,-4.6626410175E-03
-1.1664E-02,-1.9727834068E-03
-1.1660E-02,-4.9396643461E-03
