[s],CH2[V]
-1.1876E-02,-3.9970351991E-03
-1.1872E-02,-3.3563949546E-03
-1.1868E-02,-6.0369993254E-04
-1.1864E-02,-4.7430564532E-03
-1.1860E-02,-3.2997133229E-03
-1.1856E-02,-1.9026138592E-03
-1.1852E-02,-3.5125972674E-03
-1.1848E-02,-1.6910650587E-03
-1.1844E-02,-3.7707830980E-04
-1.1840E-02,-3.2514192566E-03
-1.1836E-02,-2.3016311843E-03
-1.1832E-02,-3.3623983343E-03
-1.1828E-02,-2.1087743999E-03
-1.1824E-02,2.7127003433E-05
-1.1820E-02,-2.8193380437E-03
-1.1816E-02,-5.8615709388E-04
-1.1812E-02,-3.8502837986E-03
-1.1808E-02,-2.2484686107E-03
-1.1804E-02,-7.0551110356E-03
-1.1800E-02,-3.2520200714E-03
-1.1796E-02,-5.0269128387E-03
-1.1792E-02,-3.5601188575E-03
-1.1788E-02,-3.8299371575E-03
-1.1784E-02,-5.0477124751E-03
-1.1780E-02,-3.8900281748E-03
-1.1776E-02,-3.0642368343E-03
-1.1772E-02,-3.0803253197E-03
-1.1768E-02,-2.4588777704E-03
-1.1764E-02,-4.4182683669E-03
-1.1760E-02,-2.1320821997E-03
-1.1756E-02,-3.2250120154E-03
-1.1752E-02,-3.0529262572E-03
-1.1748E-02,-2.4069168264E-03
-1.1744E-02,-2.9598190358E-03
-1.1740E-02,-2.0911457306E-03
-1.1736E-02,-5.7716630230E-05
-1.1732E-02,-1.1551096416E-03
-1.1728E-02,-3.8360120627E-03
-1.1724E-02,-3.6212636850E-03
-1.1720E-02,-5.9911538450E-03
-1.1716E-02,-6.3581727145E-05
-1.1712E-02,-2.4203445605E-03
-1.1708E-02,-1.8637230214E-03
-1.1704E-02,-2.9081370144E-04
-1.1700E-02,-3.6966277961E-03
-1.1696E-02,-4.5658494640E-03
-1.1692E-02,-1.5666487101E-03
-1.1688E-02,-2.2788336002E-03
-1.1684E-02,-1.3369562562E-03
-1.1680E-02,-3.8402082296E-03
-1.1676E-02,-2.1849920496E-03
-1.1672E-02,-1.5716936472E-03
-1.1668E-02,1.5658518683E-03
-1.1664E-02,-2.6313449983E-03
-1.1660E-02,-2.7451135733E-03
-1.1656E-02,-2.8886820587E-04
-1.1652E-02,-5.2979423050E-03
-1.1648E-02,-5.6613470206E-04
-1.1644E-02,-2.5818874494E-03
-1.1640E-02,3.9875957112E-04
-1.1636E-02,2.4647757221E-03
-1.1632E-02,-1.6997816417E-03
-1.1628E-02,1.3023349985E-04
-1.1624E-02,-3.2386352527E-03
-1.1620E-02,-1.5101864235E-03
-1.1616E-02,-6.6856623820E-03
-1.1612E-02,-3.5705854329E-03
-1.1608E-02,3.2307121069E-04
-1.1604E-02,-1.9856359750E-03
-1.1600E-02,-9.5510742544E-05
-1.1596E-02,-1.9302799505E-03
-1.1592E-02,-4.7681356758E-04
-1.1588E-02,7.4834560045E-05
-1.1584E-02,-3.5543467167E-04
-1.1580E-02,8.1385584480E-04
-1.1576E-02,-9.3059087067E-04
-1.1572E-02,-2.5147583157E-03
-1.1568E-02,2.3300453861E-03
-1.1564E-02,1.2074444061E-04
-1.1560E-02,-1.7902710272E-03
-1.1556E-02,-3.2196142189E-03
-1.1552E-02,1.4879080682E-03
-1.1548E-02,-5.3824807629E-03
-1.1544E-02,-2.1331550833E-03
-1.1540E-02,-6.0373545962E-03
-1.1536E-02,-1.5097191231E-03
-1.1532E-02,-3.3252956359E-03
-1.1528E-02,-3.5914899735E-03
-1.1524E-02,-1.7028906199E-03
-1.1520E-02,-1.4056112687E-03
-1.1516E-02,-4.5331336673E-03
-1.1512E-02,6.9658728510E-04
-1.1508E-02,-1.3317348894E-03
-1.1504E-02,-2.7027942765E-03
-1.1500E-02,-3.3771945910E-03
-1.1496E-02,-2.2935392579E-03
-1.1492E-02,-3.2849170662E-03
-1.1488E-02,-2.8822900839E-03
-1.1484E-02,-2.7631475543E-03
-1.1480E-02,-1.7602016767E-03
-1.1476E-02,-3.7372543211E-03
-1.1472E-02,-2.9624082615E-03
-1.1468E-02,-3.2169773094E-03
-1.1464E-02,-9.6642518231E-04
-1.1460E-02,-2.0744087467E-03
-1.1456E-02,-4.0070392425E-03
-1.1452E-02,-4.4000579562E-03
-1.1448E-02,1.3633820471E-03
-1.1444E-02,-4.0842296399E-03
-1.1440E-02,-2.8838207312E-03
-1.1436E-02,-2.4836923756E-03
-1.1432E-02,-2.9729511308E-03
-1.1428E-02,-1.0989859093E-03
-1.1424E-02,-4.6043421156E-04
-1.1420E-02,-1.7842104271E-03
-1.1416E-02,-2.7587797260E-03
-1.1412E-02,-4.2357398752E-03
-1.1408E-02,-8.3778095992E-03
-1.1404E-02,1.0508343704E-03
-1.1400E-02,-1.2526562169E-03
-1.1396E-02,-2.0119907641E-03
-1.1392E-02,-6.3904429673E-03
-1.1388E-02,-4.2457534553E-03
-1.1384E-02,-6.2978030462E-03
-1.1380E-02,-7.0065046138E-04
-1.1376E-02,-1.3450815612E-03
-1.1372E-02,-2.3470546909E-03
-1.1368E-02,-1.1916639773E-03
-1.1364E-02,-4.1671325464E-03
-1.1360E-02,-3.2356764510E-04
-1.1356E-02,-8.0616904122E-03
-1.1352E-02,-5.2553702845E-03
-1.1348E-02,-3.6299182792E-03
-1.1344E-02,-3.5021831441E-03
-1.1340E-02,-4.2391587975E-03
-1.1336E-02,-3.2598402006E-03
-1.1332E-02,-5.0505591929E-03
-1.1328E-02,-4.1234876423E-03
-1.1324E-02,-2.9435016686E-03
-1.1320E-02,-3.3143665284E-03
-1.1316E-02,-5.8525134444E-03
