[s],CH2[V]
-1.1876E-02,-2.3468401142E-03
-1.1872E-02,-1.2843563504E-03
-1.1868E-02,-9.3675160661E-04
-1.1864E-02,-3.5573961174E-03
-1.1860E-02,-1.5950014469E-03
-1.1856E-02,4.0441485968E-04
-1.1852E-02,2.0637366076E-03
-1.1848E-02,-3.3778907732E-03
-1.1844E-02,-5.8630420086E-03
-1.1840E-02,6.4866515177E-04
-1.1836E-02,-2.5237657694E-03
-1.1832E-02,-5.4740191901E-03
-1.1828E-02,-7.8970933543E-04
-1.1824E-02,-1.8622448263E-03
-1.1820E-02,-9.1375375099E-04
-1.1816E-02,-1.9564010894E-03
-1.1812E-02,1.2141844720E-03
-1.1808E-02,-3.1291248334E-03
-1.1804E-02,-3.7498022635E-04
-1.1800E-02,1.2196728676E-03
-1.1796E-02,-2.8858091421E-03
-1.1792E-02,-8.6611771995E-04
-1.1788E-02,-3.3781148867E-03
-1.1784E-02,8.9197607468E-04
-1.1780E-02,1.6527649752E-03
-1.1776E-02,-5.4811025788E-04
-1.1772E-02,-2.0491077677E-03
-1.1768E-02,4.5880767311E-04
-1.1764E-02,-1.8929483702E-03
-1.1760E-02,2.1448108707E-04
-1.1756E-02,-5.3734327509E-04
-1.1752E-02,-1.5441515335E-03
-1.1748E-02,-1.2498285726E-03
-1.1744E-02,-4.0904070380E-04
-1.1740E-02,1.0978695866E-03
-1.1736E-02,-1.6772224763E-03
-1.1732E-02,-7.1551761227E-07
-1.1728E-02,-7.4791932782E-04
-1.1724E-02,-3.6666395079E-03
-1.1720E-02,-2.3617984955E-03
-1.1716E-02,4.7817679804E-04
-1.1712E-02,-1.1127974701E-04
-1.1708E-02,-2.8186847768E-03
-1.1704E-02,-2.4458839581E-03
-1.1700E-02,-3.0463840515E-03
-1.1696E-02,2.7557823079E-04
-1.1692E-02,-3.0513002425E-03
-1.1688E-02,3.7669631630E-04
-1.1684E-02,-6.6055799401E-04
-1.1680E-02,2.4499174766E-03
-1.1676E-02,-2.8627016139E-03
-1.1672E-02,9.2601512162E-05
-1.1668E-02,-5.4682113137E-03
-1.1664E-02,-6.6608763871E-03
-1.1660E-02,-6.0178781558E-04
-1.1656E-02,9.2769594540E-04
-1.1652E-02,1.5081593419E-03
