mass,tof (us),Combined
0,0.1126,4.11E-07
0,0.1128,6.16E-07
0,0.113,1.03E-06
0,0.1132,7.19E-07
0,0.1134,6.16E-07
0,0.1136,3.08E-07
0,0.1138,7.19E-07
0,0.114,7.19E-07
0,0.1142,9.25E-07
0,0.1144,2.05E-07
0,0.1146,4.11E-07
0,0.1148,5.14E-07
0,0.115,4.11E-07
0,0.1152,1.34E-06
0,0.1154,6.16E-07
0,0.1156,3.08E-07
0,0.1158,0.00E+00
0,0.116,8.22E-07
0,0.1162,6.16E-07
0,0.1164,8.22E-07
0,0.1166,5.14E-07
0,0.1168,5.14E-07
0,0.117,6.16E-07
0,0.1172,8.22E-07
0,0.1174,7.19E-07
0,0.1176,5.14E-07
0,0.1178,8.22E-07
0,0.118,8.22E-07
0,0.1182,5.14E-07
0,0.1184,1.23E-06
0,0.1186,9.25E-07
0,0.1188,8.22E-07
0,0.119,5.14E-07
0,0.1192,1.13E-06
0,0.1194,5.14E-07
0,0.1196,4.11E-07
0,0.1198,1.03E-06
0,0.12,6.16E-07
0,0.1202,4.11E-07
0,0.1204,4.11E-07
0,0.1206,1.03E-06
0,0.1208,1.13E-06
0,0.121,3.08E-07
0,0.1212,9.25E-07
0,0.1214,8.22E-07
0,0.1216,5.14E-07
0,0.1218,7.19E-07
0,0.122,6.16E-07
0,0.1222,6.16E-07
0,0.1224,1.03E-06
0,0.1226,8.22E-07
0,0.1228,5.14E-07
0,0.123,6.16E-07
0,0.1232,9.25E-07
0,0.1234,4.11E-07
0,0.1236,5.14E-07
0,0.1238,5.14E-07
0,0.124,3.08E-07
0,0.1242,8.22E-07
0,0.1244,1.03E-06
0,0.1246,8.22E-07
0,0.1248,5.14E-07
0,0.125,9.25E-07
0,0.1252,7.19E-07
0,0.1254,4.11E-07
0,0.1256,8.22E-07
0,0.1258,1.03E-06
0,0.126,6.16E-07
0,0.1262,8.22E-07
0,0.1264,1.23E-06
0,0.1266,7.19E-07
0,0.1268,8.22E-07
0,0.127,4.11E-07
0,0.1272,3.08E-07
0,0.1274,7.19E-07
0,0.1276,4.11E-07
0,0.1278,6.16E-07
0,0.128,1.03E-06
0,0.1282,1.23E-06
0,0.1284,9.25E-07
0,0.1286,9.25E-07
0,0.1288,1.23E-06
0,0.129,1.13E-06
0,0.1292,9.25E-07
0,0.1294,9.25E-07
0,0.1296,6.16E-07
0,0.1298,1.03E-06
0,0.13,9.25E-07
0,0.1302,9.25E-07
0,0.1304,1.34E-06
0,0.1306,5.14E-07
0,0.1308,4.11E-07
0,0.131,1.03E-06
0,0.1312,4.11E-07
0,0.1314,6.16E-07
0,0.1316,4.11E-07
0,0.1318,6.16E-07
0,0.132,8.22E-07
0,0.1322,7.19E-07
0,0.1324,6.16E-07
0,0.1326,6.16E-07
0,0.1328,1.03E-06
0,0.133,1.34E-06
