mass,tof (us),Combined
0,0.1614,3.50E-07
0,0.1616,7.01E-07
0,0.1618,1.05E-06
0,0.162,0
0,0.1622,3.50E-07
0,0.1624,7.01E-07
0,0.1626,0
0,0.1628,0
0,0.163,1.05E-06
0,0.1632,7.01E-07
0,0.1634,3.50E-07
0,0.1636,7.01E-07
0,0.1638,1.40E-06
0,0.164,0
0,0.1642,3.50E-07
0,0.1644,0
0,0.1646,7.01E-07
0,0.1648,0
0,0.165,7.01E-07
0,0.1652,0
0,0.1654,7.01E-07
0,0.1656,3.50E-07
0,0.1658,0
0,0.166,1.05E-06
0,0.1662,3.50E-07
0,0.1664,1.05E-06
0,0.1666,3.50E-07
0,0.1668,3.50E-07
0,0.167,7.01E-07
0,0.1672,7.01E-07
0,0.1674,7.01E-07
0,0.1676,3.50E-07
0,0.1678,3.50E-07
0,0.168,3.50E-07
0,0.1682,3.50E-07
0,0.1684,3.50E-07
0,0.1686,3.50E-07
0,0.1688,-3.29E-05
0,0.169,7.01E-07
0,0.1692,0
0,0.1694,3.50E-07
0,0.1696,0
0,0.1698,7.01E-07
0,0.17,3.50E-07
0,0.1702,0
0,0.1704,1.05E-06
0,0.1706,1.05E-06
0,0.1708,7.01E-07
0,0.171,3.50E-07
0,0.1712,3.50E-07
0,0.1714,3.50E-07
0,0.1716,7.01E-07
0,0.1718,0
0,0.172,0
0,0.1722,3.50E-07
0,0.1724,0
0,0.1726,3.50E-07
0,0.1728,3.50E-07
0,0.173,7.01E-07
0,0.1732,7.01E-07
0,0.1734,7.01E-07
0,0.1736,0
0,0.1738,3.50E-07
0,0.174,3.50E-07
0,0.1742,3.50E-07
0,0.1744,3.50E-07
0,0.1746,3.50E-07
0,0.1748,0
0,0.175,7.01E-07
0,0.1752,1.05E-06
0,0.1754,1.05E-06
0,0.1756,0
0,0.1758,3.50E-07
0,0.176,0
0,0.1762,0
0,0.1764,3.50E-07
0,0.1766,1.05E-06
0,0.1768,3.50E-07
0,0.177,3.50E-07
0,0.1772,3.50E-07
0,0.1774,0
0,0.1776,0
0,0.1778,3.50E-07
0,0.178,3.50E-07
0,0.1782,0
0,0.1784,-3.33E-05
0,0.1786,0
0,0.1788,3.50E-07
0,0.179,0
0,0.1792,1.40E-06
0,0.1794,3.50E-07
0,0.1796,7.01E-07
0,0.1798,3.50E-07
0,0.18,0
0,0.1802,3.50E-07
0,0.1804,3.50E-07
0,0.1806,1.05E-06
0,0.1808,3.50E-07
0,0.181,3.50E-07
0,0.1812,0
0,0.1814,7.01E-07
0,0.1816,3.50E-07
0,0.1818,0
0,0.182,0
0,0.1822,7.01E-07
0,0.1824,7.01E-07
0,0.1826,3.50E-07
0,0.1828,1.05E-06
0,0.183,0
0,0.1832,7.01E-07
0,0.1834,1.05E-06
0,0.1836,3.50E-07
0,0.1838,0
0,0.184,0
0,0.1842,3.50E-07
0,0.1844,7.01E-07
0,0.1846,0
0,0.1848,0
0,0.185,1.05E-06
0,0.1852,3.50E-07
0,0.1854,0
0,0.1856,7.01E-07
0,0.1858,7.01E-07
0,0.186,1.05E-06
0,0.1862,1.05E-06
0,0.1864,3.50E-07
0,0.1866,3.50E-07
0,0.1868,0
0,0.187,3.50E-07
0,0.1872,3.50E-07
0,0.1874,3.50E-07
0,0.1876,0
0,0.1878,1.05E-06
0,0.188,3.50E-07
0,0.1882,0
0,0.1884,0
0,0.1886,7.01E-07
0,0.1888,3.50E-07
0,0.189,7.01E-07
0,0.1892,0
0,0.1894,0
0,0.1896,3.50E-07
0,0.1898,3.50E-07
0,0.19,3.50E-07
0,0.1902,1.05E-06
0,0.1904,7.01E-07
0,0.1906,0
0,0.1908,0
0,0.191,1.05E-06
0,0.1912,-3.26E-05
0,0.1914,0
0,0.1916,3.50E-07
0,0.1918,3.50E-07
0,0.192,3.50E-07
0,0.1922,3.50E-07
0,0.1924,3.50E-07
0,0.1926,0
0,0.1928,0
0,0.193,7.01E-07
0,0.1932,7.01E-07
0,0.1934,3.50E-07
0,0.1936,0
0,0.1938,7.01E-07
0,0.194,7.01E-07
0,0.1942,7.01E-07
0,0.1944,3.50E-07
0,0.1946,3.50E-07
0,0.1948,3.50E-07
0,0.195,0
0,0.1952,7.01E-07
0,0.1954,0
0,0.1956,3.50E-07
0,0.1958,7.01E-07
0,0.196,7.01E-07
0,0.1962,3.50E-07
0,0.1964,3.50E-07
0,0.1966,0
0,0.1968,7.01E-07
0,0.197,3.50E-07
0,0.1972,1.05E-06
0,0.1974,0
0,0.1976,3.50E-07
0,0.1978,0
0,0.198,7.01E-07
0,0.1982,3.50E-07
0,0.1984,7.01E-07
0,0.1986,3.50E-07
0,0.1988,0
0,0.199,3.50E-07
0,0.1992,3.50E-07
0,0.1994,0
0,0.1996,3.50E-07
0,0.1998,3.50E-07
0,0.2,-3.33E-05
0,0.2002,7.01E-07
0,0.2004,3.50E-07
0,0.2006,3.50E-07
0,0.2008,3.50E-07
0,0.201,3.50E-07
0,0.2012,3.50E-07
0,0.2014,0
0,0.2016,1.05E-06
0,0.2018,7.01E-07
0,0.202,3.50E-07
0,0.2022,3.50E-07
0,0.2024,3.50E-07
0,0.2026,3.50E-07
0,0.2028,0
0,0.203,0
0,0.2032,3.50E-07
0,0.2034,0
0,0.2036,1.05E-06
0,0.2038,0
0,0.204,3.50E-07
0,0.2042,3.50E-07
0,0.2044,1.05E-06
0,0.2046,7.01E-07
0,0.2048,1.05E-06
0,0.205,1.05E-06
0,0.2052,3.50E-07
0,0.2054,1.40E-06
0,0.2056,0
0,0.2058,7.01E-07
0,0.206,3.50E-07
0,0.2062,7.01E-07
0,0.2064,1.05E-06
0,0.2066,3.50E-07
0,0.2068,3.50E-07
0,0.207,3.50E-07
0,0.2072,3.50E-07
0,0.2074,3.50E-07
0,0.2076,3.50E-07
0,0.2078,1.05E-06
0,0.208,1.05E-06
0,0.2082,0
0,0.2084,7.01E-07
0,0.2086,7.01E-07
0,0.2088,1.05E-06
0,0.209,3.50E-07
0,0.2092,7.01E-07
0,0.2094,1.05E-06
