mass,tof (us),Combined
0,0.1818,5.87E-07
0,0.182,4.90E-07
0,0.1822,8.81E-07
0,0.1824,7.83E-07
0,0.1826,2.94E-07
0,0.1828,1.17E-06
0,0.183,2.94E-07
0,0.1832,8.81E-07
0,0.1834,2.94E-07
0,0.1836,9.79E-08
0,0.1838,6.85E-07
0,0.184,1.96E-07
0,0.1842,6.85E-07
0,0.1844,9.79E-07
0,0.1846,3.92E-07
0,0.1848,8.81E-07
0,0.185,1.08E-06
0,0.1852,5.87E-07
0,0.1854,3.92E-07
0,0.1856,8.81E-07
0,0.1858,6.85E-07
0,0.186,4.90E-07
0,0.1862,8.81E-07
0,0.1864,5.87E-07
0,0.1866,1.08E-06
0,0.1868,8.81E-07
0,0.187,4.90E-07
0,0.1872,3.92E-07
0,0.1874,5.87E-07
0,0.1876,5.87E-07
0,0.1878,5.87E-07
0,0.188,7.83E-07
0,0.1882,7.83E-07
0,0.1884,5.87E-07
0,0.1886,1.17E-06
0,0.1888,3.92E-07
0,0.189,1.08E-06
0,0.1892,5.87E-07
0,0.1894,6.85E-07
0,0.1896,1.08E-06
0,0.1898,8.81E-07
0,0.19,1.08E-06
0,0.1902,8.81E-07
0,0.1904,5.87E-07
0,0.1906,7.83E-07
0,0.1908,7.83E-07
0,0.191,3.92E-07
0,0.1912,3.92E-07
0,0.1914,1.08E-06
0,0.1916,8.81E-07
0,0.1918,3.92E-07
0,0.192,7.83E-07
0,0.1922,3.92E-07
0,0.1924,5.87E-07
0,0.1926,4.90E-07
0,0.1928,7.83E-07
0,0.193,6.85E-07
0,0.1932,6.85E-07
0,0.1934,2.94E-07
0,0.1936,2.94E-07
0,0.1938,1.08E-06
0,0.194,6.85E-07
0,0.1942,3.92E-07
0,0.1944,6.85E-07
0,0.1946,3.92E-07
0,0.1948,6.85E-07
0,0.195,7.83E-07
0,0.1952,5.87E-07
0,0.1954,7.83E-07
0,0.1956,3.92E-07
0,0.1958,4.90E-07
0,0.196,1.08E-06
0,0.1962,2.94E-07
0,0.1964,6.85E-07
0,0.1966,7.83E-07
0,0.1968,4.90E-07
0,0.197,9.79E-07
0,0.1972,3.92E-07
0,0.1974,3.92E-07
0,0.1976,5.87E-07
0,0.1978,1.96E-07
0,0.198,6.85E-07
0,0.1982,7.83E-07
0,0.1984,6.85E-07
0,0.1986,7.83E-07
0,0.1988,4.90E-07
0,0.199,2.94E-07
0,0.1992,7.83E-07
0,0.1994,4.90E-07
0,0.1996,8.81E-07
0,0.1998,9.79E-07
0,0.2,5.87E-07
0,0.2002,1.37E-06
0,0.2004,5.87E-07
0,0.2006,8.81E-07
0,0.2008,4.90E-07
0,0.201,6.85E-07
0,0.2012,6.85E-07
0,0.2014,7.83E-07
0,0.2016,6.85E-07
0,0.2018,5.87E-07
