mass,tof (us),Combined
0,0.0616,7.83E-07
0,0.0618,7.83E-07
0,0.062,7.83E-07
0,0.0622,0.00E+00
0,0.0624,0.00E+00
0,0.0626,3.92E-07
0,0.0628,3.92E-07
0,0.063,0.00E+00
0,0.0632,3.92E-07
0,0.0634,0.00E+00
0,0.0636,0.00E+00
0,0.0638,7.83E-07
0,0.064,0.00E+00
0,0.0642,0.00E+00
0,0.0644,3.92E-07
0,0.0646,3.92E-07
0,0.0648,3.92E-07
0,0.065,3.92E-07
0,0.0652,3.92E-07
0,0.0654,7.83E-07
0,0.0656,1.57E-06
0,0.0658,0.00E+00
0,0.066,7.83E-07
0,0.0662,0.00E+00
0,0.0664,7.83E-07
0,0.0666,7.83E-07
0,0.0668,3.92E-07
0,0.067,3.92E-07
0,0.0672,7.83E-07
0,0.0674,0.00E+00
0,0.0676,1.17E-06
0,0.0678,3.92E-07
0,0.068,0.00E+00
0,0.0682,3.92E-07
0,0.0684,0.00E+00
0,0.0686,0.00E+00
0,0.0688,0.00E+00
0,0.069,7.83E-07
0,0.0692,3.92E-07
0,0.0694,0.00E+00
0,0.0696,3.92E-07
0,0.0698,3.92E-07
0,0.07,7.83E-07
0,0.0702,3.92E-07
0,0.0704,3.92E-07
0,0.0706,0.00E+00
0,0.0708,3.92E-07
0,0.071,3.92E-07
0,0.0712,3.92E-07
0,0.0714,0.00E+00
0,0.0716,0.00E+00
0,0.0718,3.92E-07
0,0.072,0.00E+00
0,0.0722,3.92E-07
0,0.0724,0.00E+00
0,0.0726,7.83E-07
0,0.0728,7.83E-07
0,0.073,1.17E-06
0,0.0732,3.92E-07
0,0.0734,0.00E+00
0,0.0736,3.92E-07
0,0.0738,1.17E-06
0,0.074,0.00E+00
0,0.0742,0.00E+00
0,0.0744,7.83E-07
0,0.0746,0.00E+00
0,0.0748,0.00E+00
0,0.075,1.17E-06
0,0.0752,3.92E-07
0,0.0754,1.17E-06
0,0.0756,3.92E-07
0,0.0758,3.92E-07
0,0.076,3.92E-07
0,0.0762,3.92E-07
0,0.0764,1.17E-06
0,0.0766,0.00E+00
0,0.0768,1.17E-06
0,0.077,3.92E-07
0,0.0772,3.92E-07
0,0.0774,0.00E+00
0,0.0776,3.92E-07
0,0.0778,7.83E-07
0,0.078,3.92E-07
0,0.0782,0.00E+00
0,0.0784,3.92E-07
0,0.0786,1.57E-06
0,0.0788,7.83E-07
0,0.079,1.57E-06
0,0.0792,0.00E+00
0,0.0794,0.00E+00
0,0.0796,0.00E+00
0,0.0798,3.92E-07
0,0.08,3.92E-07
0,0.0802,7.83E-07
0,0.0804,1.17E-06
0,0.0806,3.92E-07
0,0.0808,7.83E-07
0,0.081,3.92E-07
0,0.0812,7.83E-07
0,0.0814,3.92E-07
0,0.0816,3.92E-07
0,0.0818,3.92E-07
0,0.082,3.92E-07
0,0.0822,0.00E+00
0,0.0824,3.92E-07
0,0.0826,3.92E-07
0,0.0828,0.00E+00
0,0.083,3.92E-07
0,0.0832,3.92E-07
0,0.0834,1.57E-06
0,0.0836,7.83E-07
0,0.0838,7.83E-07
0,0.084,3.92E-07
0,0.0842,3.92E-07
0,0.0844,0.00E+00
0,0.0846,0.00E+00
0,0.0848,0.00E+00
0,0.085,3.92E-07
0,0.0852,3.92E-07
0,0.0854,3.92E-07
0,0.0856,0.00E+00
0,0.0858,3.92E-07
0,0.086,7.83E-07
0,0.0862,1.17E-06
0,0.0864,0.00E+00
0,0.0866,7.83E-07
0,0.0868,0.00E+00
0,0.087,0.00E+00
0,0.0872,3.92E-07
0,0.0874,0.00E+00
0,0.0876,1.17E-06
0,0.0878,7.83E-07
0,0.088,0.00E+00
0,0.0882,3.92E-07
0,0.0884,0.00E+00
0,0.0886,3.92E-07
0,0.0888,7.83E-07
